gene	rice-defline
GRMZM2G170992	pentatricopeptide repeat protein PPR1106-17, putative, expressed
GRMZM2G171006	expressed protein
GRMZM2G171010	STE_MEKK_ste11_MAP3K.1 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed
GRMZM2G171022	OsFBX95 - F-box domain containing protein, expressed
GRMZM2G171028	plant viral response family protein, putative, expressed
GRMZM2G171031	transporter, monovalent cation:proton antiporter-2 family, putative, expressed
GRMZM2G171036	plant viral response family protein, putative, expressed
GRMZM2G171040	PPR repeat domain containing protein, putative, expressed
GRMZM2G171045	rust-resistance protein Lr21, putative, expressed
GRMZM2G171051	expressed protein
GRMZM2G171057	glycosyl hydrolase family 47 domain contain protein, expressed
GRMZM2G171060	ADP-ribosylation factor, putative, expressed
GRMZM2G171068	CW-type Zinc Finger, putative, expressed
GRMZM2G171073	ZOS3-04 - C2H2 zinc finger protein, expressed
GRMZM2G171078	peroxidase precursor, putative, expressed
GRMZM2G171080	SacI homology domain containing protein, expressed
GRMZM2G171089	GTP-binding protein, putative, expressed
GRMZM2G171096	hypothetical protein
GRMZM2G171097	dehydrogenase, putative, expressed
GRMZM2G171108	expressed protein
GRMZM2G171110	inactive receptor kinase At2g26730 precursor, putative, expressed
GRMZM2G171111	MTA/SAH nucleosidase, putative, expressed
GRMZM2G171114	receptor-like protein kinase precursor, putative, expressed
GRMZM2G171116	serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed
GRMZM2G171118	cytochrome P450, putative, expressed
GRMZM2G171122	gb protein, putative, expressed
GRMZM2G171139	cytochrome P450, putative, expressed
GRMZM2G171163	transcription factor jumonji, putative, expressed
GRMZM2G171170	3-5 exonuclease domain-containing protein, putative, expressed
GRMZM2G171179	AP2 domain containing protein, expressed
GRMZM2G171181	ribosomal protein, putative, expressed
GRMZM2G171187	dnaJ domain containing protein, expressed
GRMZM2G171210	STRUBBELIG-RECEPTOR FAMILY 6 precursor, putative, expressed
GRMZM2G171223	expressed protein
GRMZM2G171229	cytidylyltransferase domain containing protein, expressed
GRMZM2G171232	zinc finger, C3HC4 type domain containing protein, expressed
GRMZM2G171236	mitochondrial NADH-ubiquinone oxidoreductase, putative, expressed
GRMZM2G171248	expressed protein
GRMZM2G171254	expressed protein
GRMZM2G171277	zinc finger, C3HC4 type domain containing protein, expressed
GRMZM2G171279	potassium channel AKT1, putative, expressed
GRMZM2G171296	expressed protein
GRMZM2G171311	bromodomain containing protein, expressed
GRMZM2G171315	retrotransposon protein, putative, unclassified, expressed
GRMZM2G171317	methyladenine glycosylase, putative, expressed
GRMZM2G171324	expressed protein
GRMZM2G171328	DOMON domain containing protein, expressed
GRMZM2G171333	expressed protein
GRMZM2G171349	phosphatidylinositol transfer, putative, expressed
GRMZM2G171354	expressed protein
GRMZM2G171365	OsMADS56 - MADS-box family gene with MIKCc type-box, expressed
GRMZM2G171367	MORN repeat domain containing protein, expressed
GRMZM2G171370	transcription factor, putative, expressed
GRMZM2G171372	LSM domain containing protein, expressed
GRMZM2G171373	hexokinase, putative, expressed
GRMZM2G171376	selenium-binding protein, putative, expressed
GRMZM2G171383	class I glutamine amidotransferase, putative, expressed
GRMZM2G171387	histone H3, putative, expressed
GRMZM2G171390	chlorophyllide a oxygenase, chloroplast precursor, putative, expressed
GRMZM2G171394	RALFL14 - Rapid ALkalinization Factor RALF family protein precursor, expressed
GRMZM2G171395	no apical meristem protein, putative, expressed
GRMZM2G171400	kinase, pfkB family, putative, expressed
GRMZM2G171401	expressed protein
GRMZM2G171406	MSP domain containing protein, expressed
GRMZM2G171408	spotted leaf 11, putative, expressed
GRMZM2G171410	mRNA cap guanine-N7 methyltransferase 2, putative, expressed
GRMZM2G171420	expressed protein
GRMZM2G171423	SPX domain containing protein, putative, expressed
GRMZM2G171426	40S ribosomal protein S24, putative, expressed
GRMZM2G171428	WRKY81, expressed
GRMZM2G171430	ubiquitin-fold modifier 1 precursor, putative, expressed
GRMZM2G171432	STE_PAK_Ste20++TranslationKinase_Slob_Wnk.1 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed
GRMZM2G171435	CAMK_CAMK_like.22 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
GRMZM2G171440	O-acyltransferase, putative, expressed
GRMZM2G171442	Lg106, putative, expressed
GRMZM2G171444	50S ribosomal protein L19, chloroplast precursor, putative, expressed
GRMZM2G171450	DEAD-box ATP-dependent RNA helicase, putative, expressed
GRMZM2G171452	protein of unknown function domain containing protein, expressed
GRMZM2G171464	helix-loop-helix DNA-binding domain containing protein, expressed
GRMZM2G171466	nascent polypeptide-associated complex subunit alpha, putative, expressed
GRMZM2G171468	MYB family transcription factor, putative, expressed
GRMZM2G171469	tobamovirus multiplication protein, putative, expressed
GRMZM2G171476	cytochrome b-c1 complex subunit 9, putative, expressed
GRMZM2G171478	expressed protein
GRMZM2G171484	40S ribosomal protein S10, putative, expressed
GRMZM2G171488	transcription elongation factor SPT5 homolog 1, putative, expressed
GRMZM2G171501	ribosomal protein L7/L12 C-terminal domain containing protein, expressed
GRMZM2G171507	CAMK_KIN1/SNF1/Nim1_like.27 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
GRMZM2G171518	transposon protein, putative, Mutator sub-class, expressed
GRMZM2G171520	Sel1 repeat domain containing protein, putative, expressed
GRMZM2G171522	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
GRMZM2G171523	Ser/Thr protein phosphatase family protein, putative, expressed
GRMZM2G171539	mitochondrial NADH-ubiquinone oxidoreductase, putative, expressed
GRMZM2G171548	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
GRMZM2G171552	erythronate-4-phosphate dehydrogenase domain containing protein, expressed
GRMZM2G171556	serine racemase, putative, expressed
GRMZM2G171559	expressed protein
GRMZM2G171561	copine, putative, expressed
GRMZM2G171565	expressed protein
GRMZM2G171569	AP2 domain containing protein, expressed
GRMZM2G171579	DUF250 domain containing protein, putative, expressed
GRMZM2G171588	upstream activation factor subunit spp27, putative, expressed
GRMZM2G171595	remorin family protein, putative, expressed
GRMZM2G171597	LTPL56 - Protease inhibitor/seed storage/LTP family protein precursor, expressed
GRMZM2G171600	calmodulin-binding transcription activator, putative, expressed
GRMZM2G171604	26S protease regulatory subunit, putative, expressed
GRMZM2G171605	dehydrogenase-phosphopantetheinyltransferase, putative, expressed
GRMZM2G171613	casein kinase II subunit beta-4, putative, expressed
GRMZM2G171616	OsFBL30 - F-box domain and LRR containing protein, expressed
GRMZM2G171620	protein kinase, putative, expressed
GRMZM2G171622	CBS domain-containing protein, putative, expressed
GRMZM2G171628	ATP synthase delta chain, mitochondrial precursor, putative, expressed
GRMZM2G171639	expressed protein
GRMZM2G171644	expressed protein
GRMZM2G171650	OsMADS65 - MADS-box family gene with MIKC* type-box, expressed
GRMZM2G171660	RNA recognition motif containing protein, putative, expressed
GRMZM2G171662	methionine adenosyltransferase regulatory beta subunit-related, putative, expressed
GRMZM2G171664	cytochrome b-c1 complex subunit Rieske, mitochondrial precursor, putative, expressed
GRMZM2G171677	protein kinase domain containing protein, expressed
GRMZM2G171688	tRNA synthetase class II core domain containing protein, expressed
GRMZM2G171702	auxin efflux carrier component, putative, expressed
GRMZM2G171707	aconitate hydratase protein, putative, expressed
GRMZM2G171713	OsFBX234 - F-box domain containing protein, expressed
GRMZM2G171716	DUF1295 domain containing protein, putative, expressed
GRMZM2G171718	ATP binding protein, putative, expressed
GRMZM2G171723	expressed protein
GRMZM2G171736	FAD binding domain of DNA photolyase domain containing protein, expressed
GRMZM2G171745	proteasome subunit, putative, expressed
GRMZM2G171748	ABC1 family domain containing protein, putative, expressed
GRMZM2G171752	DUF581 domain containing protein, expressed
GRMZM2G171781	MYB family transcription factor, putative, expressed
GRMZM2G171796	transposon protein, putative, CACTA, En/Spm sub-class, expressed
GRMZM2G171801	DEAD/DEAH box helicase, putative, expressed
GRMZM2G171807	OsWAK1 - OsWAK receptor-like cytoplasmic kinase OsWAK-RLCK, expressed
GRMZM2G171810	DNA-directed RNA polymerase subunit beta, putative, expressed
GRMZM2G171816	peptide transporter PTR2, putative, expressed
GRMZM2G171818	BHLH transcription factor, putative, expressed
GRMZM2G171822	AGC_PVPK_like_kin82y.20 - ACG kinases include homologs to PKA, PKG and PKC, expressed
GRMZM2G171830	ZIM domain containing protein, putative, expressed
GRMZM2G171847	zinc finger family protein, putative, expressed
GRMZM2G171852	dof zinc finger domain containing protein, putative, expressed
GRMZM2G171858	expressed protein
GRMZM2G171871	PAP fibrillin family domain containing protein, expressed
GRMZM2G171873	nucleolin, putative, expressed
GRMZM2G171880	nucleobase-ascorbate transporter, putative, expressed
GRMZM2G171884	heat shock protein DnaJ, putative, expressed
GRMZM2G171891	ureide permease, putative, expressed
GRMZM2G171912	transcription factor HY5, putative, expressed
GRMZM2G171917	eukaryotic translation initiation factor 3 subunit E, putative, expressed
GRMZM2G171921	RNA recognition motif containing protein, putative, expressed
GRMZM2G171934	zinc-binding protein, putative, expressed
GRMZM2G171942	zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
GRMZM2G171949	phytochrome C, putative, expressed
GRMZM2G171953	tRNA-splicing endonuclease positive effector-related, putative, expressed
GRMZM2G171961	tRNA-splicing endonuclease positive effector-related, putative, expressed
GRMZM2G171967	zinc finger, RING-type, putative, expressed
GRMZM2G171987	SRPK4, putative, expressed
GRMZM2G171994	expressed protein
GRMZM2G171998	nuclear prelamin A recognition factor, putative, expressed
GRMZM2G172001	PHD finger protein, putative, expressed
GRMZM2G172011	RNA recognition motif containing protein, putative, expressed
GRMZM2G172014	leucine-rich repeat transmembrane protein kinase, putative, expressed
GRMZM2G172021	FHA domain containing protein, putative, expressed
GRMZM2G172032	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative, expressed
GRMZM2G172043	periplasmic beta-glucosidase precursor, putative, expressed
GRMZM2G172053	no apical meristem protein, putative, expressed
GRMZM2G172065	RING-H2 finger protein, putative, expressed
GRMZM2G172081	serine/threonine-protein kinase, putative, expressed
GRMZM2G172091	Divergent PAP2 family domain containing protein, expressed
GRMZM2G172098	monoglyceride lipase, putative, expressed
GRMZM2G172099	GDSL-like lipase/acylhydrolase, putative, expressed
GRMZM2G172101	seryl-tRNA synthetase, putative, expressed
GRMZM2G172132	serine/threonine-protein kinase TOUSLED, putative, expressed
GRMZM2G172138	OsRhmbd13 - Putative Rhomboid homologue, expressed
GRMZM2G172139	expressed protein
GRMZM2G172152	FAD binding domain of DNA photolyase domain containing protein, expressed
GRMZM2G172153	60S ribosomal protein L23A, putative, expressed
GRMZM2G172158	ubiquitin carboxyl-terminal hydrolase, family 1, putative, expressed
GRMZM2G172183	E1-E2 ATPase domain containing protein, expressed
GRMZM2G172192	remorin C-terminal domain containing protein, putative, expressed
GRMZM2G172204	Jacalin-like lectin domain containing protein, putative, expressed
GRMZM2G172210	MBTB14 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed
GRMZM2G172214	CBS domain containing membrane protein, putative, expressed
GRMZM2G172230	ERD1 protein, chloroplast precursor, putative, expressed
GRMZM2G172239	bolA, putative, expressed
GRMZM2G172244	nitrilase-associated protein, putative, expressed
GRMZM2G172248	transposon protein, putative, Pong sub-class, expressed
GRMZM2G172258	KH domain-containing protein, putative, expressed
GRMZM2G172260	transcriptional regulator Sir2 family protein, putative, expressed
GRMZM2G172264	No apical meristem protein, putative, expressed
GRMZM2G172274	expressed protein
GRMZM2G172275	WD domain, G-beta repeat domain containing protein, expressed
GRMZM2G172297	inducer of CBF expression 1, putative, expressed
GRMZM2G172300	flavin monooxygenase, putative, expressed
GRMZM2G172307	glyceraldehyde-3-phosphate dehydrogenase, putative, expressed
GRMZM2G172320	keratin-associated protein 5-4, putative, expressed
GRMZM2G172322	glutathione reductase, putative, expressed
GRMZM2G172327	MYB family transcription factor, putative, expressed
GRMZM2G172330	inactive receptor kinase At1g27190 precursor, putative, expressed
GRMZM2G172342	60S ribosomal protein L35a-3, putative, expressed
GRMZM2G172345	protein phosphotase protein, putative, expressed
GRMZM2G172351	SCARECROW, putative, expressed
GRMZM2G172357	OsGrx_C4 - glutaredoxin subgroup I, expressed
GRMZM2G172365	tRNA methyltransferase, putative, expressed
GRMZM2G172368	Ser/Thr protein kinase, putative, expressed
GRMZM2G172369	lysosomal alpha-mannosidase precursor, putative, expressed
GRMZM2G172376	E1-BTB1 - Bric-a-Brac, Tramtrack, and Broad Complex domain with E1 subfamily conserved sequence, expressed
GRMZM2G172386	expressed protein
GRMZM2G172393	WD domain, G-beta repeat domain containing protein, expressed
GRMZM2G172396	Ser/Thr protein kinase, putative, expressed
GRMZM2G172410	expressed protein
GRMZM2G172413	expressed protein
GRMZM2G172427	SET domain protein SDG117, putative, expressed
GRMZM2G172429	leucine-rich repeat receptor protein kinase EXS precursor, putative, expressed
GRMZM2G172433	photosystem II 44 kDa reaction center protein, putative, expressed
GRMZM2G172442	expressed protein
